time,lat,lon,elevation,accuracy,bearing,speed
2014-03-16T17:09:09Z,42.360386,-71.097017,58.299999,15.000000,0.000000,0.000000
2014-03-16T17:10:14Z,42.360373,-71.097213,52.200001,57.000000,0.000000,0.000000
2014-03-16T17:12:31Z,42.360308,-71.097417,34.700001,48.000000,0.000000,0.000000
2014-03-16T17:13:34Z,42.360441,-71.096683,23.000000,37.000000,61.099998,9.250000
2014-03-16T17:14:40Z,42.360306,-71.097312,30.900000,35.000000,316.500000,7.250000
2014-03-16T17:15:45Z,42.363173,-71.100054,30.200001,22.000000,308.600006,9.250000
2014-03-16T17:16:58Z,42.364808,-71.103973,15.000000,22.000000,317.700012,8.500000
2014-03-16T17:18:10Z,42.365346,-71.104226,7.100000,147.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.360384,-71.096907,-53.900002,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.360384,-71.096907,-53.900002,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.360384,-71.096907,-53.900002,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.360384,-71.096907,-53.900002,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.360384,-71.096907,-53.900002,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.360384,-71.096907,-53.900002,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.360384,-71.096907,-53.900002,0.000000,0.000000,0.000000
2014-03-16T17:26:54Z,42.365932,-71.102316,-2.900000,20.000000,185.500000,0.250000
2014-03-16T17:27:59Z,42.366052,-71.101835,-4.800000,27.000000,0.000000,0.000000
2014-03-16T17:29:04Z,42.365967,-71.102044,-13.400000,23.000000,0.000000,0.000000
2014-03-16T17:30:07Z,42.365917,-71.102206,-13.400000,12.000000,0.000000,0.000000
2014-03-16T17:31:10Z,42.367799,-71.101975,-4.300000,5.000000,0.000000,0.000000
2014-03-16T17:32:14Z,42.369130,-71.101059,-30.500000,10.000000,1.900000,0.750000
2014-03-16T17:33:16Z,42.372343,-71.098837,-25.000000,11.000000,32.099998,10.000000
2014-03-16T17:34:19Z,42.376678,-71.095890,-49.799999,24.000000,19.100000,2.000000
2014-03-16T17:35:22Z,42.378679,-71.094246,-52.299999,23.000000,36.200001,2.250000
2014-03-16T17:36:34Z,42.379789,-71.090799,-15.600000,6.000000,65.699997,12.250000
2014-03-16T17:37:46Z,42.381521,-71.084972,-7.500000,8.000000,77.699997,17.000000
2014-03-16T17:38:50Z,42.382298,-71.080018,-13.700000,52.000000,92.000000,1.500000
2014-03-16T17:39:52Z,42.383736,-71.074855,-15.100000,10.000000,78.900002,2.250000
2014-03-16T17:40:57Z,42.383909,-71.074317,-14.100000,4.000000,67.400002,5.500000
2014-03-16T17:42:00Z,42.386536,-71.072539,-6.400000,7.000000,23.200001,1.250000
2014-03-16T17:43:05Z,42.393863,-71.067730,0.100000,59.000000,33.500000,20.500000
2014-03-16T17:44:05Z,42.397950,-71.063946,-19.100000,3.000000,34.700001,5.000000
2014-03-16T17:45:06Z,42.402710,-71.059775,-9.900000,40.000000,347.700012,12.500000
1970-01-01T00:00:00Z,42.365727,-71.102486,-1.900000,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.365727,-71.102486,-1.900000,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.365727,-71.102486,-1.900000,0.000000,0.000000,0.000000
