time,lat,lon,elevation,accuracy,bearing,speed
2014-03-16T20:25:08Z,42.245394,-71.003018,8.900000,4.000000,0.000000,0.000000
2014-03-16T20:25:10Z,42.245394,-71.003018,8.900000,3.000000,0.000000,0.000000
2014-03-16T20:25:11Z,42.245394,-71.003018,8.900000,3.000000,0.000000,0.000000
2014-03-16T20:25:13Z,42.245394,-71.003018,8.900000,5.000000,0.000000,0.000000
2014-03-16T20:25:14Z,42.245394,-71.003018,8.900000,3.000000,0.000000,0.000000
2014-03-16T20:25:16Z,42.245394,-71.003018,8.900000,3.000000,0.000000,0.000000
2014-03-16T20:25:18Z,42.245394,-71.003018,8.900000,4.000000,0.000000,0.000000
2014-03-16T20:25:19Z,42.245393,-71.003020,8.800000,3.000000,187.100006,0.250000
2014-03-16T20:25:20Z,42.245388,-71.003018,9.000000,4.000000,187.100006,0.500000
2014-03-16T20:25:22Z,42.245387,-71.003018,8.300000,3.000000,0.000000,0.000000
2014-03-16T20:25:23Z,42.245375,-71.003019,7.900000,3.000000,186.500000,1.250000
2014-03-16T20:25:25Z,42.245357,-71.003027,5.100000,4.000000,202.300003,1.000000
2014-03-16T20:25:27Z,42.245320,-71.003063,4.000000,4.000000,217.399994,2.250000
2014-03-16T20:25:28Z,42.245292,-71.003093,3.400000,5.000000,219.600006,3.000000
2014-03-16T20:25:30Z,42.245080,-71.003183,4.000000,4.000000,191.300003,9.000000
2014-03-16T20:25:31Z,42.244998,-71.003201,3.400000,4.000000,189.800003,9.000000
2014-03-16T20:25:33Z,42.244826,-71.003247,3.700000,4.000000,189.399994,9.750000
2014-03-16T20:25:35Z,42.244644,-71.003284,3.700000,4.000000,186.699997,10.000000
2014-03-16T20:25:37Z,42.244488,-71.003323,-0.900000,3.000000,182.699997,9.500000
2014-03-16T20:25:38Z,42.244409,-71.003323,-3.200000,3.000000,183.399994,8.750000
2014-03-16T20:25:39Z,42.244347,-71.003322,-5.300000,3.000000,182.000000,8.750000
2014-03-16T20:25:41Z,42.244225,-71.003314,-6.000000,3.000000,180.399994,6.250000
2014-03-16T20:25:42Z,42.244188,-71.003314,-6.700000,3.000000,180.600006,4.500000
2014-03-16T20:25:43Z,42.244162,-71.003315,-7.100000,3.000000,181.000000,3.250000
2014-03-16T20:25:45Z,42.244140,-71.003314,-7.200000,3.000000,178.800003,0.750000
2014-03-16T20:25:46Z,42.244139,-71.003314,-7.400000,4.000000,0.000000,0.000000
2014-03-16T20:25:47Z,42.244139,-71.003316,-7.400000,4.000000,0.000000,0.000000
2014-03-16T20:25:48Z,42.244139,-71.003318,-7.500000,3.000000,0.000000,0.000000
2014-03-16T20:25:50Z,42.244136,-71.003319,-7.700000,3.000000,0.000000,0.000000
