time,lat,lon,elevation,accuracy,bearing,speed
2014-03-16T18:16:56Z,42.411843,-71.063743,-15.300000,9.000000,68.000000,0.250000
2014-03-16T18:17:00Z,42.411855,-71.063777,-0.700000,17.000000,298.299988,0.500000
2014-03-16T18:17:03Z,42.411930,-71.063735,13.600000,17.000000,162.000000,0.500000
2014-03-16T18:17:06Z,42.411673,-71.063453,11.400000,63.000000,162.000000,0.500000
2014-03-16T18:17:08Z,42.411771,-71.063509,20.100000,16.000000,162.000000,0.500000
2014-03-16T18:17:12Z,42.411814,-71.063588,14.700000,22.000000,291.500000,0.750000
2014-03-16T18:17:13Z,42.411807,-71.063635,8.200000,11.000000,291.500000,0.500000
2014-03-16T18:17:15Z,42.411884,-71.063862,-4.700000,23.000000,291.500000,0.750000
2014-03-16T18:17:16Z,42.411875,-71.063870,-4.400000,26.000000,291.500000,0.750000
2014-03-16T18:17:18Z,42.411837,-71.063580,-7.600000,45.000000,291.500000,0.250000
2014-03-16T18:17:22Z,42.411859,-71.063650,13.100000,11.000000,293.799988,0.500000
2014-03-16T18:17:25Z,42.411881,-71.063854,0.000000,9.000000,313.100006,0.250000
2014-03-16T18:17:29Z,42.411771,-71.063615,-7.500000,14.000000,162.199997,0.750000
2014-03-16T18:17:33Z,42.411801,-71.063765,-25.900000,24.000000,0.000000,0.000000
2014-03-16T18:17:38Z,42.411922,-71.063776,-24.700001,29.000000,0.000000,0.000000
2014-03-16T18:17:38Z,42.411922,-71.063776,-24.700001,24.000000,0.000000,0.000000
2014-03-16T18:17:40Z,42.411922,-71.063777,-24.700001,22.000000,0.000000,0.000000
2014-03-16T18:17:41Z,42.411922,-71.063777,-24.700001,22.000000,0.000000,0.000000
2014-03-16T18:17:44Z,42.411919,-71.063774,-26.100000,25.000000,0.000000,0.000000
2014-03-16T18:17:47Z,42.411903,-71.063770,-27.500000,14.000000,0.000000,0.000000
2014-03-16T18:17:48Z,42.411899,-71.063769,-27.500000,12.000000,0.000000,0.000000
2014-03-16T18:17:50Z,42.411896,-71.063770,-28.100000,11.000000,0.000000,0.000000
2014-03-16T18:17:51Z,42.411894,-71.063771,-29.000000,11.000000,0.000000,0.000000
2014-03-16T18:17:53Z,42.411893,-71.063771,-29.000000,15.000000,0.000000,0.000000
2014-03-16T18:17:55Z,42.411893,-71.063771,-29.000000,22.000000,0.000000,0.000000
2014-03-16T18:17:57Z,42.411891,-71.063770,-29.500000,25.000000,0.000000,0.000000
2014-03-16T18:17:58Z,42.411891,-71.063771,-29.600000,24.000000,0.000000,0.000000
2014-03-16T18:17:59Z,42.411891,-71.063771,-29.700001,23.000000,0.000000,0.000000
2014-03-16T18:18:01Z,42.411891,-71.063770,-29.600000,15.000000,0.000000,0.000000
2014-03-16T18:18:02Z,42.411890,-71.063770,-29.700001,13.000000,0.000000,0.000000
2014-03-16T18:18:04Z,42.411890,-71.063770,-29.500000,8.000000,0.000000,0.000000
2014-03-16T18:18:05Z,42.411889,-71.063769,-29.400000,7.000000,0.000000,0.000000
2014-03-16T18:18:06Z,42.411889,-71.063769,-29.400000,6.000000,0.000000,0.000000
2014-03-16T18:18:07Z,42.411889,-71.063769,-29.400000,6.000000,0.000000,0.000000
2014-03-16T18:18:09Z,42.411889,-71.063768,-29.400000,7.000000,0.000000,0.000000
2014-03-16T18:18:10Z,42.411889,-71.063768,-29.400000,10.000000,0.000000,0.000000
2014-03-16T18:18:12Z,42.411889,-71.063768,-29.400000,14.000000,0.000000,0.000000
2014-03-16T18:18:14Z,42.411889,-71.063768,-29.400000,15.000000,0.000000,0.000000
2014-03-16T18:18:15Z,42.411889,-71.063768,-29.299999,10.000000,0.000000,0.000000
2014-03-16T18:18:16Z,42.411889,-71.063769,-29.299999,9.000000,0.000000,0.000000
2014-03-16T18:18:18Z,42.411889,-71.063769,-29.299999,9.000000,0.000000,0.000000
2014-03-16T18:18:19Z,42.411889,-71.063769,-29.299999,9.000000,0.000000,0.000000
2014-03-16T18:18:21Z,42.411889,-71.063769,-29.299999,14.000000,0.000000,0.000000
2014-03-16T18:18:23Z,42.411889,-71.063769,-29.299999,20.000000,0.000000,0.000000
2014-03-16T18:18:26Z,42.411889,-71.063769,-29.299999,22.000000,0.000000,0.000000
2014-03-16T18:18:27Z,42.411889,-71.063768,-29.299999,20.000000,0.000000,0.000000
2014-03-16T18:18:28Z,42.411889,-71.063768,-29.299999,20.000000,0.000000,0.000000
2014-03-16T18:18:30Z,42.411889,-71.063768,-29.299999,21.000000,0.000000,0.000000
2014-03-16T18:18:33Z,42.411889,-71.063768,-29.299999,11.000000,0.000000,0.000000
2014-03-16T18:18:34Z,42.411889,-71.063768,-29.299999,10.000000,0.000000,0.000000
2014-03-16T18:18:35Z,42.411889,-71.063768,-29.299999,9.000000,0.000000,0.000000
2014-03-16T18:18:36Z,42.411889,-71.063768,-29.299999,8.000000,0.000000,0.000000
2014-03-16T18:18:37Z,42.411889,-71.063768,-29.299999,7.000000,0.000000,0.000000
2014-03-16T18:18:39Z,42.411889,-71.063768,-29.299999,8.000000,0.000000,0.000000
2014-03-16T18:18:40Z,42.411889,-71.063768,-29.299999,9.000000,0.000000,0.000000
2014-03-16T18:18:42Z,42.411889,-71.063768,-29.299999,14.000000,0.000000,0.000000
2014-03-16T18:18:43Z,42.411889,-71.063768,-29.299999,20.000000,0.000000,0.000000
2014-03-16T18:18:45Z,42.411889,-71.063768,-29.299999,26.000000,0.000000,0.000000
2014-03-16T18:18:48Z,42.411889,-71.063768,-29.299999,26.000000,0.000000,0.000000
2014-03-16T18:18:48Z,42.411889,-71.063768,-29.299999,28.000000,0.000000,0.000000
2014-03-16T18:18:52Z,42.411890,-71.063759,-29.299999,25.000000,81.500000,0.750000
2014-03-16T18:18:53Z,42.411891,-71.063749,-29.299999,24.000000,81.599998,0.750000
2014-03-16T18:18:54Z,42.411892,-71.063736,-29.299999,28.000000,81.599998,0.750000
2014-03-16T18:18:57Z,42.411896,-71.063679,-29.000000,34.000000,82.699997,1.250000
2014-03-16T18:19:00Z,42.411941,-71.063508,-29.500000,35.000000,78.199997,3.250000
2014-03-16T18:19:03Z,42.412002,-71.063285,-27.600000,28.000000,72.099998,4.250000
2014-03-16T18:19:05Z,42.411974,-71.063155,-27.600000,33.000000,82.400002,3.750000
2014-03-16T18:19:07Z,42.411948,-71.063048,-27.600000,33.000000,88.800003,3.500000
2014-03-16T18:19:09Z,42.411931,-71.062950,-27.600000,41.000000,89.099998,3.500000
2014-03-16T18:19:12Z,42.411923,-71.062847,-25.200001,28.000000,90.900002,3.000000
2014-03-16T18:19:13Z,42.411923,-71.062836,-25.200001,24.000000,93.000000,2.750000
2014-03-16T18:19:14Z,42.411922,-71.062811,-25.200001,23.000000,95.500000,2.500000
2014-03-16T18:19:18Z,42.411656,-71.062955,-14.100000,13.000000,160.300003,4.000000
2014-03-16T18:19:20Z,42.411563,-71.062921,-14.500000,10.000000,164.699997,5.500000
2014-03-16T18:19:21Z,42.411504,-71.062907,-14.300000,9.000000,165.000000,5.750000
