time,lat,lon,elevation,accuracy,bearing,speed
2014-03-16T17:53:27Z,42.411915,-71.064371,-9.700000,8.000000,0.000000,0.000000
2014-03-16T17:54:28Z,42.411711,-71.064736,-10.200000,23.000000,253.199997,8.000000
2014-03-16T17:55:33Z,42.410166,-71.067162,-24.600000,4.000000,253.500000,2.500000
2014-03-16T17:56:38Z,42.410382,-71.067511,-30.000000,13.000000,94.000000,2.500000
2014-03-16T17:57:41Z,42.410889,-71.068059,-28.799999,50.000000,314.200012,1.250000
1970-01-01T00:00:00Z,42.410885,-71.068068,29.000000,0.000000,0.000000,0.000000
2014-03-16T18:00:08Z,42.410925,-71.069130,-20.100000,34.000000,0.000000,0.000000
2014-03-16T18:01:10Z,42.410905,-71.068908,-12.900000,28.000000,233.699997,0.250000
2014-03-16T18:02:16Z,42.411061,-71.069444,-19.000000,11.000000,0.000000,0.000000
2014-03-16T18:03:20Z,42.411423,-71.068902,-22.700001,30.000000,35.299999,1.250000
2014-03-16T18:04:28Z,42.411728,-71.069230,-21.500000,18.000000,20.700001,1.250000
2014-03-16T18:05:46Z,42.411305,-71.068520,-19.299999,5.000000,90.000000,1.250000
2014-03-16T18:06:53Z,42.410859,-71.068240,-17.700001,26.000000,0.000000,0.000000
2014-03-16T18:07:58Z,42.410856,-71.068248,-17.299999,30.000000,173.100006,0.250000
2014-03-16T18:09:04Z,42.410643,-71.067655,-17.500000,40.000000,108.400002,1.000000
2014-03-16T18:10:18Z,42.410433,-71.067625,-9.600000,107.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.410885,-71.068068,29.000000,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.410885,-71.068068,29.000000,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.410885,-71.068068,29.000000,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.410885,-71.068068,29.000000,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.410885,-71.068068,29.000000,0.000000,0.000000,0.000000
1970-01-01T00:00:00Z,42.410885,-71.068068,29.000000,0.000000,0.000000,0.000000
2014-03-16T18:14:51Z,42.411854,-71.064263,-9.100000,7.000000,80.699997,4.500000
2014-03-16T18:14:53Z,42.411783,-71.064084,-20.299999,5.000000,77.800003,5.000000
2014-03-16T18:14:54Z,42.411799,-71.063996,-20.900000,4.000000,77.599998,5.000000
2014-03-16T18:14:57Z,42.411850,-71.063882,-22.200001,3.000000,80.900002,4.000000
2014-03-16T18:14:58Z,42.411859,-71.063828,-23.200001,3.000000,81.400002,3.500000
2014-03-16T18:15:00Z,42.411865,-71.063768,-23.200001,3.000000,81.400002,3.500000
2014-03-16T18:15:02Z,42.411874,-71.063762,-31.900000,6.000000,71.699997,2.000000
2014-03-16T18:15:04Z,42.411884,-71.063723,-31.900000,11.000000,71.599998,2.000000
2014-03-16T18:15:05Z,42.411892,-71.063690,-31.900000,16.000000,71.599998,2.000000
2014-03-16T18:15:07Z,42.411873,-71.063806,-26.299999,10.000000,71.599998,0.250000
2014-03-16T18:15:08Z,42.411875,-71.063809,-27.900000,8.000000,68.000000,1.000000
2014-03-16T18:15:08Z,42.411878,-71.063811,-27.900000,7.000000,68.000000,0.500000
2014-03-16T18:15:10Z,42.411880,-71.063814,-27.900000,7.000000,0.000000,0.000000
2014-03-16T18:15:12Z,42.411892,-71.063821,-25.500000,5.000000,68.000000,0.250000
2014-03-16T18:15:13Z,42.411902,-71.063823,-25.299999,6.000000,68.000000,0.500000
2014-03-16T18:15:15Z,42.411917,-71.063822,-25.400000,7.000000,68.000000,0.750000
2014-03-16T18:15:17Z,42.411921,-71.063796,-24.700001,7.000000,0.000000,0.000000
2014-03-16T18:15:17Z,42.411921,-71.063784,-24.700001,6.000000,0.000000,0.000000
2014-03-16T18:15:19Z,42.411921,-71.063778,-24.700001,7.000000,0.000000,0.000000
